"FlightDate","Airline","Origin","Dest","Cancelled","Diverted","CRSDepTime","DepTime","DepDelayMinutes","DepDelay","ArrTime","ArrDelayMinutes","AirTime","CRSElapsedTime","ActualElapsedTime","Distance","Year","Quarter","Month","DayofMonth","DayOfWeek","Marketing_Airline_Network","Operated_or_Branded_Code_Share_Partners","DOT_ID_Marketing_Airline","IATA_Code_Marketing_Airline","Flight_Number_Marketing_Airline","Operating_Airline","DOT_ID_Operating_Airline","IATA_Code_Operating_Airline","Tail_Number","Flight_Number_Operating_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","DestCityName","DestState","DestStateFips","DestStateName","DestWac","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrDelay","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","DistanceGroup","DivAirportLandings"
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","MEM",FALSE,FALSE,1621,1629,8,8,1805,0,70,105,96,468,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4982,"C5",20445,"C5","N14198",4982,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,13244,1324402,33244,"Memphis, TN","TN",47,"Tennessee",54,0,0,"1600-1659",21,1650,1800,5,1806,-1,0,-1,"1800-1859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","PNS",FALSE,FALSE,935,1135,120,120,1312,120,71,97,97,489,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4981,"C5",20445,"C5","N12175",4981,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,14193,1419306,33728,"Pensacola, FL","FL",12,"Florida",33,1,8,"0900-0959",21,1156,1307,5,1112,120,1,8,"1100-1159",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","TYS","IAD",FALSE,FALSE,1001,950,0,-11,1109,0,61,103,79,420,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4977,"C5",20445,"C5","N14168",4977,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1000-1059",13,1003,1104,5,1144,-35,0,-2,"1100-1159",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","LIT",FALSE,FALSE,1020,1157,97,97,1317,85,56,92,80,374,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4975,"C5",20445,"C5","N14177",4975,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12992,1299206,32600,"Little Rock, AR","AR",5,"Arkansas",71,1,6,"1000-1059",19,1216,1312,5,1152,85,1,5,"1100-1159",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","BTR","IAH",FALSE,FALSE,1416,1404,0,-12,1516,0,54,83,72,253,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4967,"C5",20445,"C5","N24128",4967,10781,1078105,30781,"Baton Rouge, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1400-1459",11,1415,1509,7,1539,-23,0,-2,"1500-1559",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SHV","IAH",FALSE,FALSE,1159,1235,36,36,1340,22,42,79,65,192,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4957,"C5",20445,"C5","N11184",4957,14814,1481402,30476,"Shreveport, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,2,"1100-1159",13,1248,1330,10,1318,22,1,1,"1300-1359",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","SHV",FALSE,FALSE,1003,1100,57,57,1202,56,36,63,62,192,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4952,"C5",20445,"C5","N11184",4952,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,14814,1481402,30476,"Shreveport, LA","LA",22,"Louisiana",72,1,3,"1000-1059",19,1119,1155,7,1106,56,1,3,"1100-1159",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","XNA","DEN",FALSE,FALSE,925,920,0,-5,1025,0,99,130,125,616,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4949,"C5",20445,"C5","N14158",4949,15919,1591904,31834,"Fayetteville, AR","AR",5,"Arkansas",71,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"0900-0959",19,939,1018,7,1035,-10,0,-1,"1000-1059",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","ALB","IAD",FALSE,FALSE,1449,1439,0,-10,1601,0,66,91,82,325,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4942,"C5",20445,"C5","N14168",4942,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1400-1459",10,1449,1555,6,1620,-19,0,-2,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAD","ALB",FALSE,FALSE,2205,2200,0,-5,2324,0,61,92,84,325,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4940,"C5",20445,"C5","N14174",4940,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,0,-1,"2200-2259",19,2219,2320,4,2337,-13,0,-1,"2300-2359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","BHM",FALSE,FALSE,1020,1110,50,50,1243,30,74,113,93,562,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4934,"C5",20445,"C5","N12163",4934,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,10599,1059904,30599,"Birmingham, AL","AL",1,"Alabama",51,1,3,"1000-1059",15,1125,1239,4,1213,30,1,2,"1200-1259",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","LFT",FALSE,FALSE,1420,1417,0,-3,1515,0,35,62,58,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4933,"C5",20445,"C5","N12172",4933,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12951,1295106,32951,"Lafayette, LA","LA",22,"Louisiana",72,0,-1,"1400-1459",18,1435,1510,5,1522,-7,0,-1,"1500-1559",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAD","ALB",FALSE,FALSE,1718,1726,8,8,1909,14,58,97,103,325,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4926,"C5",20445,"C5","N12145",4926,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,0,0,"1700-1759",41,1807,1905,4,1855,14,0,0,"1800-1859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","STL","IAH",FALSE,FALSE,1812,1812,0,0,2032,0,108,147,140,667,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4918,"C5",20445,"C5","N33182",4918,15016,1501606,31123,"St. Louis, MO","MO",29,"Missouri",64,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,0,"1800-1859",19,1831,2019,13,2039,-7,0,-1,"2000-2059",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","DIK","DEN",FALSE,FALSE,701,650,0,-11,824,0,75,117,94,488,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4917,"C5",20445,"C5","N21154",4917,11315,1131502,31315,"Dickinson, ND","ND",38,"North Dakota",66,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"0700-0759",11,701,816,8,858,-34,0,-2,"0800-0859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","BTR","IAH",FALSE,FALSE,1208,1304,56,56,1420,49,53,83,76,253,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4915,"C5",20445,"C5","N16170",4915,10781,1078105,30781,"Baton Rouge, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,3,"1200-1259",15,1319,1412,8,1331,49,1,3,"1300-1359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAD","TYS",FALSE,FALSE,1830,1827,0,-3,2013,0,75,103,106,420,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4914,"C5",20445,"C5","N16147",4914,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,0,-1,"1800-1859",19,1846,2001,12,2013,0,0,0,"2000-2059",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","TYS","IAH",FALSE,FALSE,715,801,46,46,912,23,112,154,131,771,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4913,"C5",20445,"C5","N24103",4913,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,3,"0700-0759",11,812,904,8,849,23,1,1,"0800-0859",4,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","SGF",FALSE,FALSE,1425,1510,45,45,1642,25,77,112,92,513,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4911,"C5",20445,"C5","N11189",4911,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,14783,1478302,34783,"Springfield, MO","MO",29,"Missouri",64,1,3,"1400-1459",11,1521,1638,4,1617,25,1,1,"1600-1659",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","DEN","LNK",FALSE,FALSE,1730,1728,0,-2,1936,0,53,91,68,423,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4910,"C5",20445,"C5","N11191",4910,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,13029,1302902,33029,"Lincoln, NE","NE",31,"Nebraska",65,0,-1,"1700-1759",11,1739,1932,4,2001,-25,0,-2,"2000-2059",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","BRO",FALSE,FALSE,2140,2134,0,-6,2240,0,50,78,66,308,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4907,"C5",20445,"C5","N12163",4907,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,10747,1074706,30747,"Brownsville, TX","TX",48,"Texas",74,0,-1,"2100-2159",11,2145,2235,5,2258,-18,0,-2,"2200-2259",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","CRP",FALSE,FALSE,1420,1442,22,22,1539,13,36,66,57,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4906,"C5",20445,"C5","N14179",4906,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,1,1,"1400-1459",15,1457,1533,6,1526,13,0,0,"1500-1559",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","TYS",FALSE,FALSE,1625,1741,76,76,2035,57,100,133,114,771,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4900,"C5",20445,"C5","N11194",4900,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,1,5,"1600-1659",11,1752,2032,3,1938,57,1,3,"1900-1959",4,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","GPT","IAH",FALSE,FALSE,1659,1725,26,26,1855,14,69,102,90,376,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4898,"C5",20445,"C5","N27200",4898,11973,1197302,31973,"Gulfport/Biloxi, MS","MS",28,"Mississippi",53,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,1,"1600-1659",14,1739,1848,7,1841,14,0,0,"1800-1859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","PNS","IAH",FALSE,FALSE,1147,1344,117,117,1522,102,79,113,98,489,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4897,"C5",20445,"C5","N12175",4897,14193,1419306,33728,"Pensacola, FL","FL",12,"Florida",33,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,7,"1100-1159",12,1356,1515,7,1340,102,1,6,"1300-1359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SHV","DEN",FALSE,FALSE,856,855,0,-1,1018,0,121,154,143,792,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4896,"C5",20445,"C5","N11193",4896,14814,1481402,30476,"Shreveport, LA","LA",22,"Louisiana",72,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"0800-0859",18,913,1014,4,1030,-12,0,-1,"1000-1059",4,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SGF","IAH",FALSE,FALSE,1701,1700,0,-1,1859,0,88,118,119,513,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4894,"C5",20445,"C5","N11150",4894,14783,1478302,34783,"Springfield, MO","MO",29,"Missouri",64,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1700-1759",15,1715,1843,16,1859,0,0,0,"1800-1859",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SGF","IAH",FALSE,FALSE,643,642,0,-1,1016,93,98,120,214,513,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4893,"C5",20445,"C5","N11184",4893,14783,1478302,34783,"Springfield, MO","MO",29,"Missouri",64,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"0600-0659",98,820,958,18,843,93,1,6,"0800-0859",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LRD","IAH",FALSE,FALSE,700,908,128,128,1019,118,48,81,71,301,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4890,"C5",20445,"C5","N14177",4890,13061,1306106,33038,"Laredo, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,8,"0700-0759",14,922,1010,9,821,118,1,7,"0800-0859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","ALB","IAD",FALSE,FALSE,1000,1019,19,19,1205,32,77,93,106,325,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4889,"C5",20445,"C5","N14162",4889,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,1,1,"1000-1059",24,1043,1200,5,1133,32,1,2,"1100-1159",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","BRO",FALSE,FALSE,1455,1553,58,58,1721,64,65,82,88,308,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4886,"C5",20445,"C5","N12175",4886,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,10747,1074706,30747,"Brownsville, TX","TX",48,"Texas",74,1,3,"1400-1459",17,1610,1715,6,1617,64,1,4,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SHV","IAH",FALSE,FALSE,700,1257,357,357,1405,346,44,79,68,192,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4885,"C5",20445,"C5","N11176",4885,14814,1481402,30476,"Shreveport, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,12,"0700-0759",13,1310,1354,11,819,346,1,12,"0800-0859",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LFT","IAH",FALSE,FALSE,1559,1551,0,-8,1715,0,51,76,84,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4881,"C5",20445,"C5","N12172",4881,12951,1295106,32951,"Lafayette, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1500-1559",26,1617,1708,7,1715,0,0,0,"1700-1759",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","DEN","DIK",FALSE,FALSE,1540,1548,8,8,1721,2,74,99,93,488,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4880,"C5",20445,"C5","N21144",4880,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,11315,1131502,31315,"Dickinson, ND","ND",38,"North Dakota",66,0,0,"1500-1559",15,1603,1717,4,1719,2,0,0,"1700-1759",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","GPT","IAH",FALSE,FALSE,705,716,11,11,1036,109,77,102,200,376,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4879,"C5",20445,"C5","N21197",4879,11973,1197302,31973,"Gulfport/Biloxi, MS","MS",28,"Mississippi",53,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,0,"0700-0759",115,911,1028,8,847,109,1,7,"0800-0859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LNK","DEN",FALSE,FALSE,927,921,0,-6,1007,0,74,100,106,423,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4878,"C5",20445,"C5","N17146",4878,13029,1302902,33029,"Lincoln, NE","NE",31,"Nebraska",65,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"0900-0959",22,943,957,10,1007,0,0,0,"1000-1059",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LCH","IAH",FALSE,FALSE,1759,1755,0,-4,1849,0,34,55,54,127,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4877,"C5",20445,"C5","N16151",4877,12915,1291503,31205,"Lake Charles, LA","LA",22,"Louisiana",72,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1700-1759",9,1804,1838,11,1854,-5,0,-1,"1800-1859",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAD","ALB",FALSE,FALSE,1235,1225,0,-10,1335,0,54,89,70,325,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4875,"C5",20445,"C5","N14168",4875,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,0,-1,"1200-1259",13,1238,1332,3,1404,-29,0,-2,"1400-1459",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","XNA",FALSE,FALSE,1955,1947,0,-8,2136,0,77,106,109,438,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4865,"C5",20445,"C5","N14143",4865,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,15919,1591904,31834,"Fayetteville, AR","AR",5,"Arkansas",71,0,-1,"1900-1959",15,2002,2119,17,2141,-5,0,-1,"2100-2159",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","LRD",FALSE,FALSE,2142,2135,0,-7,2246,0,53,78,71,301,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4863,"C5",20445,"C5","N24103",4863,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,13061,1306106,33038,"Laredo, TX","TX",48,"Texas",74,0,-1,"2100-2159",14,2149,2242,4,2300,-14,0,-1,"2300-2359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","CRP",FALSE,FALSE,1234,1234,0,0,1334,0,39,68,60,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4861,"C5",20445,"C5","N14180",4861,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,0,0,"1200-1259",14,1248,1327,7,1342,-8,0,-1,"1300-1359",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","BTR",FALSE,FALSE,1452,1451,0,-1,1551,0,40,68,60,253,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4857,"C5",20445,"C5","N11184",4857,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,10781,1078105,30781,"Baton Rouge, LA","LA",22,"Louisiana",72,0,-1,"1400-1459",16,1507,1547,4,1600,-9,0,-1,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","CRP","IAH",FALSE,FALSE,1608,1604,0,-4,1711,0,37,72,67,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4856,"C5",20445,"C5","N14179",4856,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1600-1659",22,1626,1703,8,1720,-9,0,-1,"1700-1759",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","CRP",FALSE,FALSE,1020,1211,111,111,1324,113,39,71,73,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4854,"C5",20445,"C5","N12160",4854,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,1,7,"1000-1059",29,1240,1319,5,1131,113,1,7,"1100-1159",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","SHV",FALSE,FALSE,2014,2015,1,1,2119,2,35,63,64,192,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4851,"C5",20445,"C5","N16151",4851,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,14814,1481402,30476,"Shreveport, LA","LA",22,"Louisiana",72,0,0,"2000-2059",21,2036,2111,8,2117,2,0,0,"2100-2159",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","XNA",FALSE,FALSE,1435,1437,2,2,1615,0,68,104,98,438,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4849,"C5",20445,"C5","N14148",4849,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,15919,1591904,31834,"Fayetteville, AR","AR",5,"Arkansas",71,0,0,"1400-1459",22,1459,1607,8,1619,-4,0,-1,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","TYS","IAD",FALSE,FALSE,1423,1451,28,28,1623,18,65,102,92,420,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4848,"C5",20445,"C5","N14174",4848,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,1,1,"1400-1459",19,1510,1615,8,1605,18,1,1,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","TXK",FALSE,FALSE,1810,1808,0,-2,1907,0,44,75,59,252,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4847,"C5",20445,"C5","N14179",4847,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,15401,1540103,35401,"Texarkana, AR","AR",5,"Arkansas",71,0,-1,"1800-1859",11,1819,1903,4,1925,-18,0,-2,"1900-1959",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","HSV","IAH",FALSE,FALSE,1100,1054,0,-6,1252,0,92,131,118,595,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4843,"C5",20445,"C5","N14143",4843,12217,1221702,30255,"Huntsville, AL","AL",1,"Alabama",51,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1100-1159",16,1110,1242,10,1311,-19,0,-2,"1300-1359",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","TYS","IAH",FALSE,FALSE,930,920,0,-10,1040,0,121,157,140,771,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4841,"C5",20445,"C5","N11189",4841,15412,1541205,35412,"Knoxville, TN","TN",47,"Tennessee",54,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"0900-0959",10,930,1031,9,1107,-27,0,-2,"1100-1159",4,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","MFE","IAH",FALSE,FALSE,1419,1419,0,0,1533,0,56,81,74,316,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4840,"C5",20445,"C5","N11165",4840,13256,1325602,33256,"Mission/McAllen/Edinburg, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,0,"1400-1459",10,1429,1525,8,1540,-7,0,-1,"1500-1559",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LIT","IAH",FALSE,FALSE,700,923,143,143,1113,147,72,106,110,374,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4837,"C5",20445,"C5","N11165",4837,12992,1299206,32600,"Little Rock, AR","AR",5,"Arkansas",71,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,9,"0700-0759",28,951,1103,10,846,147,1,9,"0800-0859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","MOB",FALSE,FALSE,1435,1526,51,51,1700,55,61,90,94,427,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4835,"C5",20445,"C5","N12160",4835,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,13422,1342202,30562,"Mobile, AL","AL",1,"Alabama",51,1,3,"1400-1459",28,1554,1655,5,1605,55,1,3,"1600-1659",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","FLG","DEN",FALSE,FALSE,1307,1259,0,-8,1549,0,71,103,110,503,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4833,"C5",20445,"C5","N11193",4833,11695,1169502,31695,"Flagstaff, AZ","AZ",4,"Arizona",81,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"1300-1359",17,1316,1527,22,1550,-1,0,-1,"1500-1559",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","BRO","IAH",FALSE,FALSE,1707,1745,38,38,1856,21,53,88,71,308,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4829,"C5",20445,"C5","N12175",4829,10747,1074706,30747,"Brownsville, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,2,"1700-1759",12,1757,1850,6,1835,21,1,1,"1800-1859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","LFT",FALSE,FALSE,1810,1821,11,11,1920,5,37,65,59,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4826,"C5",20445,"C5","N11176",4826,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12951,1295106,32951,"Lafayette, LA","LA",22,"Louisiana",72,0,0,"1800-1859",15,1836,1913,7,1915,5,0,0,"1900-1959",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAD","HSV",FALSE,FALSE,1729,1728,0,-1,1840,3,95,128,132,596,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4824,"C5",20445,"C5","N14186",4824,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,12217,1221702,30255,"Huntsville, AL","AL",1,"Alabama",51,0,-1,"1700-1759",33,1801,1836,4,1837,3,0,0,"1800-1859",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","SAF","DEN",FALSE,FALSE,1324,1314,0,-10,1425,0,53,89,71,303,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4821,"C5",20445,"C5","N14158",4821,14674,1467402,34674,"Santa Fe, NM","NM",35,"New Mexico",86,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"1300-1359",12,1326,1419,6,1453,-28,0,-2,"1400-1459",2,0
